Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
TI,2023-02-03 00:00:00+05:30,114.48,114.48,106.9,108.04,297969,0.0,0.0
TI,2023-02-06 00:00:00+05:30,108.04,113.18,103.96,111.98,243987,0.0,0.0
TI,2023-02-07 00:00:00+05:30,114.68,114.68,108.69,112.53,235162,0.0,0.0
TI,2023-02-08 00:00:00+05:30,123.75,123.75,118.32,121.71,1329933,0.0,0.0
TI,2023-02-09 00:00:00+05:30,121.41,124.5,119.21,120.26,474501,0.0,0.0
TI,2023-02-10 00:00:00+05:30,120.21,125.0,118.91,121.11,342517,0.0,0.0
TI,2023-02-13 00:00:00+05:30,121.11,122.15,114.88,115.42,202036,0.0,0.0
TI,2023-02-14 00:00:00+05:30,117.52,117.72,112.18,116.02,218714,0.0,0.0
TI,2023-02-15 00:00:00+05:30,115.67,117.47,111.78,112.68,202589,0.0,0.0
TI,2023-02-16 00:00:00+05:30,113.58,115.67,111.09,111.78,160227,0.0,0.0
TI,2023-02-17 00:00:00+05:30,111.19,114.63,111.19,113.98,195065,0.0,0.0
TI,2023-02-20 00:00:00+05:30,115.07,116.47,112.18,113.23,238654,0.0,0.0
TI,2023-02-21 00:00:00+05:30,114.23,115.62,112.73,114.43,412484,0.0,0.0
TI,2023-02-22 00:00:00+05:30,113.73,119.31,112.08,116.67,483399,0.0,0.0
TI,2023-02-23 00:00:00+05:30,118.42,118.66,113.78,115.17,234455,0.0,0.0
TI,2023-02-24 00:00:00+05:30,115.17,117.57,112.78,113.73,138246,0.0,0.0
TI,2023-02-27 00:00:00+05:30,112.68,114.13,110.79,112.28,95468,0.0,0.0
TI,2023-02-28 00:00:00+05:30,114.58,114.68,112.08,114.18,129045,0.0,0.0
TI,2023-03-01 00:00:00+05:30,115.17,117.02,113.73,115.87,696533,0.0,0.0
TI,2023-03-02 00:00:00+05:30,119.66,120.16,112.48,113.43,239882,0.0,0.0
TI,2023-03-03 00:00:00+05:30,113.68,115.67,112.53,112.98,124723,0.0,0.0
TI,2023-03-06 00:00:00+05:30,113.18,114.58,109.84,110.69,173116,0.0,0.0
TI,2023-03-08 00:00:00+05:30,112.68,113.38,106.8,108.89,389825,0.0,0.0
TI,2023-03-09 00:00:00+05:30,109.69,110.19,104.41,105.95,412656,0.0,0.0
TI,2023-03-10 00:00:00+05:30,105.3,108.44,103.71,106.55,477007,0.0,0.0
TI,2023-03-13 00:00:00+05:30,106.7,108.59,102.26,103.91,388390,0.0,0.0
TI,2023-03-14 00:00:00+05:30,105.1,105.9,97.92,99.47,347593,0.0,0.0
TI,2023-03-15 00:00:00+05:30,100.72,104.7,99.72,100.42,341937,0.0,0.0
TI,2023-03-16 00:00:00+05:30,100.91,105.1,98.22,103.41,254442,0.0,0.0
TI,2023-03-17 00:00:00+05:30,104.5,110.69,104.41,106.65,536887,0.0,0.0
TI,2023-03-20 00:00:00+05:30,105.7,111.39,101.96,104.11,211951,0.0,0.0
TI,2023-03-21 00:00:00+05:30,104.9,107.0,103.71,104.7,653755,0.0,0.0
TI,2023-03-22 00:00:00+05:30,104.7,105.6,102.31,102.71,154181,0.0,0.0
TI,2023-03-23 00:00:00+05:30,103.26,106.75,102.41,102.81,190595,0.0,0.0
TI,2023-03-24 00:00:00+05:30,103.71,106.05,102.96,103.61,192623,0.0,0.0
TI,2023-03-27 00:00:00+05:30,104.7,104.7,98.82,100.37,144902,0.0,0.0
TI,2023-03-28 00:00:00+05:30,100.57,102.86,98.57,100.91,215791,0.0,0.0
TI,2023-03-29 00:00:00+05:30,102.61,106.9,100.62,105.7,377860,0.0,0.0
TI,2023-03-31 00:00:00+05:30,106.6,113.68,104.5,112.38,896062,0.0,0.0
TI,2023-04-03 00:00:00+05:30,114.68,117.02,112.93,114.68,457119,0.0,0.0
TI,2023-04-05 00:00:00+05:30,116.07,117.47,112.68,113.83,360592,0.0,0.0
TI,2023-04-06 00:00:00+05:30,114.48,117.17,112.63,113.98,374953,0.0,0.0
TI,2023-04-10 00:00:00+05:30,114.53,117.07,112.28,115.92,290529,0.0,0.0
TI,2023-04-11 00:00:00+05:30,117.07,118.17,113.58,114.58,237273,0.0,0.0
TI,2023-04-12 00:00:00+05:30,115.17,120.71,114.18,118.42,457189,0.0,0.0
TI,2023-04-13 00:00:00+05:30,118.07,119.96,114.98,116.42,200069,0.0,0.0
TI,2023-04-17 00:00:00+05:30,116.97,117.77,114.88,115.52,135834,0.0,0.0
TI,2023-04-18 00:00:00+05:30,115.32,116.57,113.68,114.28,124000,0.0,0.0
TI,2023-04-19 00:00:00+05:30,115.07,115.67,112.68,113.23,93563,0.0,0.0
TI,2023-04-20 00:00:00+05:30,113.83,116.67,110.19,114.48,174425,0.0,0.0
TI,2023-04-21 00:00:00+05:30,115.07,116.17,114.68,115.92,124148,0.0,0.0
TI,2023-04-24 00:00:00+05:30,116.17,116.42,113.73,114.08,110020,0.0,0.0
TI,2023-04-25 00:00:00+05:30,113.68,125.65,113.68,123.6,1807215,0.0,0.0
TI,2023-04-26 00:00:00+05:30,124.95,132.33,118.66,122.4,1322687,0.0,0.0
TI,2023-04-27 00:00:00+05:30,122.55,124.3,120.76,122.45,245560,0.0,0.0
TI,2023-04-28 00:00:00+05:30,123.1,128.74,122.85,123.95,428915,0.0,0.0
TI,2023-05-02 00:00:00+05:30,124.45,138.51,123.8,134.92,2469046,0.0,0.0
TI,2023-05-03 00:00:00+05:30,134.62,140.55,130.28,132.18,1302511,0.0,0.0
TI,2023-05-04 00:00:00+05:30,132.92,136.31,131.93,134.67,331291,0.0,0.0
TI,2023-05-05 00:00:00+05:30,135.32,140.05,133.02,133.62,529072,0.0,0.0
TI,2023-05-08 00:00:00+05:30,134.52,140.15,132.87,134.42,505814,0.0,0.0
TI,2023-05-09 00:00:00+05:30,135.32,135.32,127.64,129.63,507417,0.0,0.0
TI,2023-05-10 00:00:00+05:30,130.43,135.62,129.93,133.17,530129,0.0,0.0
TI,2023-05-11 00:00:00+05:30,133.72,134.02,130.93,131.43,133078,0.0,0.0
TI,2023-05-12 00:00:00+05:30,131.63,134.62,129.93,130.73,203493,0.0,0.0
TI,2023-05-15 00:00:00+05:30,132.43,138.51,131.68,134.27,694454,0.0,0.0
TI,2023-05-16 00:00:00+05:30,134.62,138.36,132.53,133.57,401961,0.0,0.0
TI,2023-05-17 00:00:00+05:30,136.51,139.51,132.18,137.01,1339946,0.0,0.0
TI,2023-05-18 00:00:00+05:30,139.51,156.81,138.01,153.12,4982790,0.0,0.0
TI,2023-05-19 00:00:00+05:30,154.26,156.96,148.93,150.62,1613849,0.0,0.0
TI,2023-05-22 00:00:00+05:30,151.17,155.96,144.59,146.19,1160073,0.0,0.0
TI,2023-05-23 00:00:00+05:30,147.38,151.22,144.89,149.18,537054,0.0,0.0
TI,2023-05-24 00:00:00+05:30,150.18,152.22,148.78,150.57,333816,0.0,0.0
TI,2023-05-25 00:00:00+05:30,151.32,154.56,149.13,150.23,431196,0.0,0.0
TI,2023-05-26 00:00:00+05:30,151.47,154.11,150.08,151.97,321364,0.0,0.0
TI,2023-05-29 00:00:00+05:30,153.37,159.55,151.27,152.47,983313,0.0,0.0
TI,2023-05-30 00:00:00+05:30,153.02,153.72,149.58,151.27,238379,0.0,0.0
TI,2023-05-31 00:00:00+05:30,151.42,156.36,151.22,154.86,457512,0.0,0.0
TI,2023-06-01 00:00:00+05:30,154.16,159.45,153.72,155.76,507599,0.0,0.0
TI,2023-06-02 00:00:00+05:30,156.56,158.55,153.37,154.06,361838,0.0,0.0
TI,2023-06-05 00:00:00+05:30,154.31,155.41,146.69,147.53,662261,0.0,0.0
TI,2023-06-06 00:00:00+05:30,148.73,153.72,148.68,152.47,419848,0.0,0.0
TI,2023-06-07 00:00:00+05:30,153.32,155.46,151.57,153.12,295355,0.0,0.0
TI,2023-06-08 00:00:00+05:30,153.77,155.11,148.88,150.18,248700,0.0,0.0
TI,2023-06-09 00:00:00+05:30,150.18,151.42,148.08,149.08,154153,0.0,0.0
TI,2023-06-12 00:00:00+05:30,149.08,150.03,144.74,147.08,252274,0.0,0.0
TI,2023-06-13 00:00:00+05:30,147.98,150.77,145.59,147.73,211548,0.0,0.0
TI,2023-06-14 00:00:00+05:30,148.03,150.08,147.08,148.58,124869,0.0,0.0
TI,2023-06-15 00:00:00+05:30,148.58,149.18,143.64,146.14,173393,0.0,0.0
TI,2023-06-16 00:00:00+05:30,146.93,147.63,144.59,145.29,202170,0.0,0.0
TI,2023-06-19 00:00:00+05:30,146.29,146.79,140.75,141.7,251851,0.0,0.0
TI,2023-06-20 00:00:00+05:30,141.7,148.38,140.15,147.08,270491,0.0,0.0
TI,2023-06-21 00:00:00+05:30,147.98,149.73,146.74,147.43,243160,0.0,0.0
TI,2023-06-22 00:00:00+05:30,148.03,148.68,144.19,145.34,171765,0.0,0.0
TI,2023-06-23 00:00:00+05:30,145.99,145.99,142.2,143.3,130099,0.0,0.0
TI,2023-06-26 00:00:00+05:30,143.54,145.39,141.6,142.8,184467,0.0,0.0
TI,2023-06-27 00:00:00+05:30,144.34,147.98,144.09,145.99,246313,0.0,0.0
TI,2023-06-28 00:00:00+05:30,146.79,146.88,143.2,144.34,133641,0.0,0.0
TI,2023-06-30 00:00:00+05:30,144.99,146.29,139.71,142.1,288439,0.0,0.0
TI,2023-07-03 00:00:00+05:30,140.8,145.99,140.8,144.69,275148,0.0,0.0
TI,2023-07-04 00:00:00+05:30,145.04,156.36,141.9,154.26,1566227,0.0,0.0
TI,2023-07-05 00:00:00+05:30,154.46,159.15,152.57,153.42,959893,0.0,0.0
TI,2023-07-06 00:00:00+05:30,154.46,154.81,146.88,151.17,568079,0.0,0.0
TI,2023-07-07 00:00:00+05:30,151.17,151.92,147.08,148.08,284119,0.0,0.0
TI,2023-07-10 00:00:00+05:30,149.28,149.88,142.9,144.54,303065,0.0,0.0
TI,2023-07-11 00:00:00+05:30,144.19,152.32,144.19,148.23,392305,0.0,0.0
TI,2023-07-12 00:00:00+05:30,148.88,154.01,148.58,150.77,391802,0.0,0.0
TI,2023-07-13 00:00:00+05:30,152.77,155.46,150.87,152.37,464626,0.0,0.0
TI,2023-07-14 00:00:00+05:30,153.52,166.53,152.72,160.85,2330524,0.0,0.0
TI,2023-07-17 00:00:00+05:30,162.94,167.53,161.79,166.08,845412,0.0,0.0
TI,2023-07-18 00:00:00+05:30,167.33,170.52,162.79,168.62,1018719,0.0,0.0
TI,2023-07-19 00:00:00+05:30,169.22,170.52,166.78,168.22,438149,0.0,0.0
TI,2023-07-20 00:00:00+05:30,168.97,170.47,164.68,165.83,317770,0.0,0.0
TI,2023-07-21 00:00:00+05:30,165.28,172.61,164.58,171.52,593120,0.0,0.0
TI,2023-07-24 00:00:00+05:30,172.66,177.85,167.63,168.92,978543,0.0,0.0
TI,2023-07-25 00:00:00+05:30,170.62,173.01,165.48,167.33,552222,0.0,0.0
TI,2023-07-26 00:00:00+05:30,169.02,169.82,165.08,167.93,283624,0.0,0.0
TI,2023-07-27 00:00:00+05:30,169.02,172.01,168.52,170.12,373549,0.0,0.0
TI,2023-07-28 00:00:00+05:30,170.97,173.46,163.69,166.13,364013,0.0,0.0
TI,2023-07-31 00:00:00+05:30,166.53,171.32,166.13,169.12,309100,0.0,0.0
TI,2023-08-01 00:00:00+05:30,170.42,174.41,170.42,173.21,455320,0.0,0.0
TI,2023-08-02 00:00:00+05:30,174.01,174.01,164.98,169.47,425835,0.0,0.0
TI,2023-08-03 00:00:00+05:30,169.32,173.16,166.78,168.87,283509,0.0,0.0
TI,2023-08-04 00:00:00+05:30,168.52,175.2,168.52,172.51,373385,0.0,0.0
TI,2023-08-07 00:00:00+05:30,174.11,175.9,169.62,171.47,391880,0.0,0.0
TI,2023-08-08 00:00:00+05:30,172.51,180.49,171.02,178.55,1224696,0.0,0.0
TI,2023-08-09 00:00:00+05:30,182.28,202.38,170.62,186.92,4974471,0.0,0.0
TI,2023-08-10 00:00:00+05:30,188.02,196.4,188.02,193.2,1177650,0.0,0.0
TI,2023-08-11 00:00:00+05:30,195.25,201.68,191.56,195.15,1855338,0.0,0.0
TI,2023-08-14 00:00:00+05:30,198.39,205.42,191.86,203.67,1596541,0.0,0.0
TI,2023-08-16 00:00:00+05:30,206.42,214.24,204.52,212.25,1449951,0.0,0.0
TI,2023-08-17 00:00:00+05:30,214.44,218.28,210.51,213.65,1071309,0.0,0.0
TI,2023-08-18 00:00:00+05:30,214.54,215.79,201.43,203.62,1032321,0.0,0.0
TI,2023-08-21 00:00:00+05:30,204.92,208.41,196.49,206.57,623594,0.0,0.0
TI,2023-08-22 00:00:00+05:30,208.06,224.32,206.17,220.38,1774843,0.0,0.0
TI,2023-08-23 00:00:00+05:30,222.92,224.07,214.49,215.74,594508,0.0,0.0
TI,2023-08-24 00:00:00+05:30,217.64,220.38,210.9,213.8,566695,0.0,0.0
TI,2023-08-25 00:00:00+05:30,213.4,213.4,206.27,208.51,586439,0.0,0.0
TI,2023-08-28 00:00:00+05:30,211.4,214.19,208.41,210.56,483038,0.0,0.0
TI,2023-08-29 00:00:00+05:30,210.41,211.8,207.81,209.91,327820,0.0,0.0
TI,2023-08-30 00:00:00+05:30,211.4,217.19,209.86,214.14,480886,0.0,0.0
TI,2023-08-31 00:00:00+05:30,216.19,216.19,209.41,211.0,204513,0.0,0.0
TI,2023-09-01 00:00:00+05:30,214.49,220.38,214.0,215.29,457897,0.0,0.0
TI,2023-09-04 00:00:00+05:30,217.73,221.37,215.59,218.53,518510,0.0,0.0
TI,2023-09-05 00:00:00+05:30,220.18,220.18,211.75,213.7,397872,0.0,0.0
TI,2023-09-06 00:00:00+05:30,215.09,216.79,209.46,210.85,339666,0.0,0.0
TI,2023-09-07 00:00:00+05:30,211.7,216.39,210.9,214.0,317979,0.0,0.0
TI,2023-09-08 00:00:00+05:30,215.69,215.84,211.35,212.25,243757,0.0,0.0
TI,2023-09-11 00:00:00+05:30,214.05,218.08,209.41,210.16,418087,0.0,0.0
TI,2023-09-12 00:00:00+05:30,210.31,214.24,196.25,197.64,865755,0.0,0.0
TI,2023-09-13 00:00:00+05:30,198.14,205.42,195.3,202.38,334481,0.0,0.0
TI,2023-09-14 00:00:00+05:30,203.43,206.82,202.23,204.52,249787,0.0,0.0
TI,2023-09-15 00:00:00+05:30,206.02,216.89,201.48,215.14,756574,0.0,0.0
TI,2023-09-18 00:00:00+05:30,215.14,215.14,210.8,214.24,322237,0.0,0.0
TI,2023-09-20 00:00:00+05:30,213.6,214.89,201.83,206.37,415778,0.0,0.0
TI,2023-09-21 00:00:00+05:30,206.52,210.01,203.87,205.27,138903,0.25,0.0
TI,2023-09-22 00:00:00+05:30,206.17,207.57,202.67,204.52,215597,0.0,0.0
TI,2023-09-25 00:00:00+05:30,205.62,206.42,198.68,199.88,228203,0.0,0.0
TI,2023-09-26 00:00:00+05:30,200.63,204.17,198.78,199.63,185786,0.0,0.0
TI,2023-09-27 00:00:00+05:30,200.08,203.37,198.68,199.78,226823,0.0,0.0
TI,2023-09-28 00:00:00+05:30,201.08,203.67,196.78,200.53,237820,0.0,0.0
TI,2023-09-29 00:00:00+05:30,202.47,205.27,201.03,202.37,159701,0.0,0.0
TI,2023-10-03 00:00:00+05:30,202.92,206.37,202.37,204.57,127330,0.0,0.0
TI,2023-10-04 00:00:00+05:30,204.07,208.66,201.67,203.22,234448,0.0,0.0
TI,2023-10-05 00:00:00+05:30,204.62,211.56,204.42,208.76,383944,0.0,0.0
TI,2023-10-06 00:00:00+05:30,209.11,217.6,209.06,212.76,832497,0.0,0.0
TI,2023-10-09 00:00:00+05:30,212.51,213.66,206.52,207.27,296915,0.0,0.0
TI,2023-10-10 00:00:00+05:30,208.66,211.56,206.67,207.42,170487,0.0,0.0
TI,2023-10-11 00:00:00+05:30,209.11,212.16,206.72,207.22,199108,0.0,0.0
TI,2023-10-12 00:00:00+05:30,208.56,218.55,207.22,215.75,570723,0.0,0.0
TI,2023-10-13 00:00:00+05:30,215.45,226.63,213.71,217.25,992464,0.0,0.0
TI,2023-10-16 00:00:00+05:30,219.1,221.89,215.65,216.35,229132,0.0,0.0
TI,2023-10-17 00:00:00+05:30,218.1,221.34,215.55,218.6,300974,0.0,0.0
TI,2023-10-18 00:00:00+05:30,218.55,219.75,212.21,214.95,234387,0.0,0.0
TI,2023-10-19 00:00:00+05:30,215.15,216.25,211.86,213.06,136786,0.0,0.0
TI,2023-10-20 00:00:00+05:30,212.96,223.44,206.27,213.8,752788,0.0,0.0
TI,2023-10-23 00:00:00+05:30,213.16,214.8,191.94,199.18,559079,0.0,0.0
TI,2023-10-25 00:00:00+05:30,200.68,204.22,176.71,191.54,1092740,0.0,0.0
TI,2023-10-26 00:00:00+05:30,191.54,199.48,180.26,197.28,536188,0.0,0.0
TI,2023-10-27 00:00:00+05:30,197.28,204.67,197.28,203.62,267271,0.0,0.0
TI,2023-10-30 00:00:00+05:30,204.67,205.07,197.93,200.28,260623,0.0,0.0
TI,2023-10-31 00:00:00+05:30,200.68,212.31,200.58,209.11,569658,0.0,0.0
TI,2023-11-01 00:00:00+05:30,211.66,215.65,204.17,214.1,708402,0.0,0.0
TI,2023-11-02 00:00:00+05:30,216.15,217.55,211.71,213.61,308629,0.0,0.0
TI,2023-11-03 00:00:00+05:30,232.37,247.85,222.99,242.51,11147503,0.0,0.0
TI,2023-11-06 00:00:00+05:30,242.51,265.32,242.41,251.69,4613441,0.0,0.0
TI,2023-11-07 00:00:00+05:30,253.44,257.58,241.81,247.9,1813142,0.0,0.0
TI,2023-11-08 00:00:00+05:30,253.19,254.09,240.61,242.36,1419857,0.0,0.0
TI,2023-11-09 00:00:00+05:30,244.51,255.09,241.86,250.94,1661309,0.0,0.0
TI,2023-11-10 00:00:00+05:30,250.94,253.39,245.55,248.6,793966,0.0,0.0
TI,2023-11-13 00:00:00+05:30,254.89,256.39,248.65,252.79,877782,0.0,0.0
TI,2023-11-15 00:00:00+05:30,255.59,284.44,255.49,277.0,5030779,0.0,0.0
TI,2023-11-16 00:00:00+05:30,278.85,280.55,271.56,273.51,1320081,0.0,0.0
TI,2023-11-17 00:00:00+05:30,273.56,278.45,264.07,271.51,767649,0.0,0.0
TI,2023-11-20 00:00:00+05:30,273.06,274.06,267.57,272.86,484016,0.0,0.0
TI,2023-11-21 00:00:00+05:30,273.56,281.25,270.56,279.95,942689,0.0,0.0
TI,2023-11-22 00:00:00+05:30,281.75,290.93,274.76,277.95,970522,0.0,0.0
TI,2023-11-23 00:00:00+05:30,277.55,278.05,251.14,261.73,9259877,0.0,0.0
TI,2023-11-24 00:00:00+05:30,262.98,267.57,257.78,260.08,1156444,0.0,0.0
TI,2023-11-28 00:00:00+05:30,261.58,263.57,255.09,256.34,782132,0.0,0.0
TI,2023-11-29 00:00:00+05:30,255.59,260.53,250.1,255.99,935607,0.0,0.0
TI,2023-11-30 00:00:00+05:30,255.59,267.57,251.99,265.22,2907526,0.0,0.0
TI,2023-12-01 00:00:00+05:30,273.56,278.55,268.82,270.56,1789590,0.0,0.0
TI,2023-12-04 00:00:00+05:30,274.56,276.05,267.57,268.47,511005,0.0,0.0
TI,2023-12-05 00:00:00+05:30,268.57,274.56,264.57,269.07,720976,0.0,0.0
TI,2023-12-06 00:00:00+05:30,271.46,271.46,261.58,263.13,542683,0.0,0.0
TI,2023-12-07 00:00:00+05:30,264.37,264.37,259.58,260.53,347919,0.0,0.0
TI,2023-12-08 00:00:00+05:30,260.58,263.33,254.69,256.84,316203,0.0,0.0
TI,2023-12-11 00:00:00+05:30,256.89,258.08,252.64,253.69,434795,0.0,0.0
TI,2023-12-12 00:00:00+05:30,254.59,261.78,252.04,253.19,610516,0.0,0.0
TI,2023-12-13 00:00:00+05:30,253.29,254.94,251.34,252.14,380371,0.0,0.0
TI,2023-12-14 00:00:00+05:30,252.59,255.09,250.75,251.99,527309,0.0,0.0
TI,2023-12-15 00:00:00+05:30,253.84,254.49,250.6,250.9,402089,0.0,0.0
TI,2023-12-18 00:00:00+05:30,252.19,253.29,242.16,244.36,1225655,0.0,0.0
TI,2023-12-19 00:00:00+05:30,244.66,249.3,242.01,244.95,958090,0.0,0.0
TI,2023-12-20 00:00:00+05:30,248.6,250.5,233.62,237.57,1080347,0.0,0.0
TI,2023-12-21 00:00:00+05:30,236.57,240.01,233.07,238.52,664233,0.0,0.0
TI,2023-12-22 00:00:00+05:30,240.66,243.06,236.22,237.52,581856,0.0,0.0
TI,2023-12-26 00:00:00+05:30,240.01,247.3,238.17,240.26,848680,0.0,0.0
TI,2023-12-27 00:00:00+05:30,242.41,243.26,239.01,240.06,450050,0.0,0.0
TI,2023-12-28 00:00:00+05:30,241.56,244.11,239.26,243.46,424102,0.0,0.0
TI,2023-12-29 00:00:00+05:30,243.61,243.61,239.61,240.56,340879,0.0,0.0
TI,2024-01-01 00:00:00+05:30,239.71,242.61,239.61,240.21,424525,0.0,0.0
TI,2024-01-02 00:00:00+05:30,241.41,242.41,236.47,239.71,405138,0.0,0.0
TI,2024-01-03 00:00:00+05:30,240.36,247.6,239.21,245.45,672420,0.0,0.0
TI,2024-01-04 00:00:00+05:30,247.45,252.59,245.6,250.6,724341,0.0,0.0
TI,2024-01-05 00:00:00+05:30,252.19,255.39,246.4,251.44,855317,0.0,0.0
TI,2024-01-08 00:00:00+05:30,253.09,254.59,247.6,250.25,677925,0.0,0.0
TI,2024-01-09 00:00:00+05:30,250.6,263.08,250.6,258.43,2233932,0.0,0.0
TI,2024-01-10 00:00:00+05:30,259.48,260.08,251.69,256.89,647030,0.0,0.0
TI,2024-01-11 00:00:00+05:30,258.88,260.23,255.19,256.54,361844,0.0,0.0
TI,2024-01-12 00:00:00+05:30,257.58,259.03,255.34,256.59,626179,0.0,0.0
TI,2024-01-15 00:00:00+05:30,258.38,258.88,250.6,251.89,554379,0.0,0.0
TI,2024-01-16 00:00:00+05:30,252.94,254.39,241.71,246.5,575625,0.0,0.0
TI,2024-01-17 00:00:00+05:30,244.61,248.4,242.91,243.86,356972,0.0,0.0
TI,2024-01-18 00:00:00+05:30,239.66,246.35,235.92,243.46,416099,0.0,0.0
TI,2024-01-19 00:00:00+05:30,244.61,248.2,243.61,244.71,263805,0.0,0.0
TI,2024-01-23 00:00:00+05:30,244.8,245.1,239.31,240.51,476008,0.0,0.0
TI,2024-01-24 00:00:00+05:30,241.61,243.26,236.12,238.22,412732,0.0,0.0
TI,2024-01-25 00:00:00+05:30,236.62,240.91,236.62,238.37,298277,0.0,0.0
TI,2024-01-29 00:00:00+05:30,240.21,241.31,236.62,236.92,270160,0.0,0.0
TI,2024-01-30 00:00:00+05:30,237.92,238.91,236.62,236.82,190709,0.0,0.0
TI,2024-01-31 00:00:00+05:30,236.62,245.55,236.57,243.66,744738,0.0,0.0
TI,2024-02-01 00:00:00+05:30,244.61,248.0,239.61,239.91,377955,0.0,0.0
TI,2024-02-02 00:00:00+05:30,240.11,253.59,239.56,250.5,1465695,0.0,0.0
TI,2024-02-05 00:00:00+05:30,237.62,238.37,227.18,229.53,2402792,0.0,0.0
TI,2024-02-06 00:00:00+05:30,232.62,233.07,220.29,224.64,1186330,0.0,0.0
TI,2024-02-07 00:00:00+05:30,226.73,243.31,226.58,232.77,1530187,0.0,0.0
TI,2024-02-08 00:00:00+05:30,237.32,252.89,236.62,245.55,2041336,0.0,0.0
TI,2024-02-09 00:00:00+05:30,247.1,251.79,236.62,245.6,1075706,0.0,0.0
TI,2024-02-12 00:00:00+05:30,248.6,256.59,239.01,242.26,1815823,0.0,0.0
TI,2024-02-13 00:00:00+05:30,249.6,252.69,229.73,233.07,2389714,0.0,0.0
TI,2024-02-14 00:00:00+05:30,229.23,238.32,227.53,237.22,441937,0.0,0.0
TI,2024-02-15 00:00:00+05:30,237.62,239.21,233.92,234.97,386088,0.0,0.0
TI,2024-02-16 00:00:00+05:30,233.62,237.52,232.62,233.42,300521,0.0,0.0
TI,2024-02-19 00:00:00+05:30,234.62,236.47,230.18,231.18,302286,0.0,0.0
TI,2024-02-20 00:00:00+05:30,231.18,234.02,228.63,229.18,317231,0.0,0.0
TI,2024-02-21 00:00:00+05:30,230.03,232.62,223.64,224.94,384633,0.0,0.0
TI,2024-02-22 00:00:00+05:30,227.53,227.63,221.64,225.74,267192,0.0,0.0
TI,2024-02-23 00:00:00+05:30,225.74,231.38,225.64,227.13,272826,0.0,0.0
TI,2024-02-26 00:00:00+05:30,229.23,229.33,222.64,223.24,437224,0.0,0.0
TI,2024-02-27 00:00:00+05:30,223.99,224.64,211.66,218.15,476457,0.0,0.0
TI,2024-02-28 00:00:00+05:30,218.2,225.64,217.4,219.45,710559,0.0,0.0
TI,2024-02-29 00:00:00+05:30,220.39,225.64,211.61,214.85,559554,0.0,0.0
TI,2024-03-01 00:00:00+05:30,216.4,222.04,215.15,216.05,424675,0.0,0.0
TI,2024-03-04 00:00:00+05:30,215.5,218.9,214.8,215.45,306288,0.0,0.0
TI,2024-03-05 00:00:00+05:30,215.65,216.55,205.07,208.31,577096,0.0,0.0
TI,2024-03-06 00:00:00+05:30,206.67,209.21,199.48,203.07,600736,0.0,0.0
TI,2024-03-07 00:00:00+05:30,200.58,207.17,200.58,204.52,360064,0.0,0.0
TI,2024-03-11 00:00:00+05:30,204.67,206.57,193.14,196.33,1050875,0.0,0.0
TI,2024-03-12 00:00:00+05:30,196.68,203.87,193.69,197.58,861805,0.0,0.0
TI,2024-03-13 00:00:00+05:30,197.68,200.13,181.76,183.9,1598440,0.0,0.0
TI,2024-03-14 00:00:00+05:30,185.6,200.48,182.26,194.84,1281981,0.0,0.0
TI,2024-03-15 00:00:00+05:30,194.69,199.08,189.29,194.59,706386,0.0,0.0
TI,2024-03-18 00:00:00+05:30,194.69,197.43,189.49,194.29,511352,0.0,0.0
TI,2024-03-19 00:00:00+05:30,194.29,194.94,186.95,189.09,552507,0.0,0.0
TI,2024-03-20 00:00:00+05:30,193.69,195.58,188.2,192.69,508677,0.0,0.0
TI,2024-03-21 00:00:00+05:30,197.18,201.23,194.19,197.08,1051737,0.0,0.0
TI,2024-03-22 00:00:00+05:30,196.58,201.03,196.18,198.58,629003,0.0,0.0
TI,2024-03-26 00:00:00+05:30,198.58,201.67,194.84,196.98,545023,0.0,0.0
TI,2024-03-27 00:00:00+05:30,197.68,225.09,197.48,215.25,4514782,0.0,0.0
TI,2024-03-28 00:00:00+05:30,216.65,217.65,208.66,210.16,877946,0.0,0.0
TI,2024-04-01 00:00:00+05:30,212.16,218.0,211.66,216.2,428305,0.0,0.0
TI,2024-04-02 00:00:00+05:30,215.45,220.24,214.05,216.3,450482,0.0,0.0
TI,2024-04-03 00:00:00+05:30,215.65,222.59,214.15,219.25,502560,0.0,0.0
TI,2024-04-04 00:00:00+05:30,220.24,221.64,216.85,219.3,372118,0.0,0.0
TI,2024-04-05 00:00:00+05:30,219.45,219.8,216.75,217.95,234883,0.0,0.0
TI,2024-04-08 00:00:00+05:30,223.64,223.64,214.45,215.2,362098,0.0,0.0
TI,2024-04-09 00:00:00+05:30,216.6,219.25,213.56,216.6,293716,0.0,0.0
TI,2024-04-10 00:00:00+05:30,217.2,234.52,214.9,230.13,2328764,0.0,0.0
TI,2024-04-12 00:00:00+05:30,230.73,238.02,229.68,233.02,1540875,0.0,0.0
TI,2024-04-15 00:00:00+05:30,228.63,230.68,220.69,222.49,736254,0.0,0.0
TI,2024-04-16 00:00:00+05:30,221.64,224.89,219.7,220.79,412930,0.0,0.0
TI,2024-04-18 00:00:00+05:30,220.79,230.63,220.79,228.68,743708,0.0,0.0
TI,2024-04-19 00:00:00+05:30,224.39,226.58,222.04,223.44,307814,0.0,0.0
TI,2024-04-22 00:00:00+05:30,225.64,229.33,225.64,227.03,258999,0.0,0.0
